Rk,Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Jeff Adrien,11-12,PF,25,HOU,8,0,7.9,0.9,2.0,0.43799999999999994,0.0,0.0,,0.9,2.0,0.43799999999999994,0.43799999999999994,0.9,1.5,0.583,0.6,2.1,2.8,0.1,0.0,0.3,0.3,1.6,2.6
2,Arron Afflalo,11-12,SG,26,DEN,62,62,33.6,5.3,11.3,0.47100000000000003,1.4,3.6,0.39799999999999996,3.9,7.7,0.504,0.534,3.2,4.0,0.7979999999999999,0.6,2.5,3.2,2.4,0.6,0.2,1.4,2.2,15.2
3,Blake Ahearn,11-12,PG,27,UTA,4,0,7.5,1.0,3.5,0.28600000000000003,0.5,2.3,0.222,0.5,1.3,0.4,0.35700000000000004,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.0,1.3,1.0,2.5
4,Solomon Alabi,11-12,C,23,TOR,14,0,8.7,0.9,2.6,0.361,0.0,0.0,,0.9,2.6,0.361,0.361,0.5,0.6,0.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4
5,Cole Aldrich,11-12,C,23,OKC,26,0,6.7,0.8,1.6,0.524,0.0,0.0,,0.8,1.6,0.524,0.524,0.5,0.5,0.929,0.5,1.3,1.8,0.1,0.3,0.6,0.3,0.8,2.2
6,LaMarcus Aldridge,11-12,PF,26,POR,55,55,36.3,8.8,17.1,0.512,0.0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5.0,0.8140000000000001,2.7,5.3,8.0,2.4,0.9,0.8,2.0,2.8,21.7
7,Lavoy Allen,11-12,PF,22,PHI,41,15,15.2,1.9,4.1,0.473,0.0,0.0,,1.9,4.1,0.473,0.473,0.3,0.3,0.7859999999999999,1.1,3.0,4.2,0.8,0.3,0.4,0.5,1.8,4.1
8,Ray Allen*,11-12,SG,36,BOS,46,42,34.0,4.9,10.7,0.45799999999999996,2.3,5.1,0.45299999999999996,2.6,5.6,0.46299999999999997,0.5660000000000001,2.1,2.3,0.915,0.3,2.8,3.1,2.4,1.1,0.2,1.5,1.8,14.2
9,Tony Allen,11-12,SG,30,MEM,58,57,26.3,3.6,7.7,0.469,0.1,0.4,0.308,3.5,7.3,0.479,0.478,2.4,3.0,0.8,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8
10,Morris Almond,11-12,SG,26,WAS,4,0,16.8,1.5,4.3,0.353,0.3,0.8,0.33299999999999996,1.3,3.5,0.35700000000000004,0.382,0.3,0.8,0.33299999999999996,0.3,1.8,2.0,0.5,1.8,0.0,0.3,1.5,3.5
11,Al-Farouq Aminu,11-12,SF,21,NOH,66,21,22.4,2.3,5.5,0.41100000000000003,0.2,0.7,0.27699999999999997,2.1,4.8,0.431,0.429,1.3,1.7,0.754,1.4,3.2,4.7,1.0,0.9,0.5,1.4,2.1,6.0
12,Lou Amundson,11-12,PF,29,IND,60,0,12.6,1.5,3.5,0.43,0.0,0.0,,1.5,3.5,0.43,0.43,0.6,1.4,0.42700000000000005,1.6,2.1,3.7,0.2,0.5,0.7,0.8,2.1,3.6
13,Chris Andersen,11-12,C,33,DEN,32,1,15.2,1.8,3.4,0.546,0.0,0.0,,1.8,3.4,0.546,0.546,1.6,2.6,0.61,1.5,3.1,4.6,0.2,0.6,1.4,0.5,1.6,5.3
14,Alan Anderson,11-12,SF,29,TOR,17,12,27.1,3.2,8.4,0.387,1.4,3.6,0.39299999999999996,1.8,4.8,0.38299999999999995,0.47200000000000003,1.7,2.0,0.853,0.5,1.5,2.0,1.5,0.3,0.2,1.5,2.1,9.6
15,James Anderson,11-12,SG,22,SAS,51,2,11.8,1.3,3.4,0.379,0.4,1.3,0.27899999999999997,0.9,2.1,0.44299999999999995,0.434,0.8,1.0,0.75,0.3,1.2,1.5,0.8,0.2,0.0,0.6,0.7,3.7
16,Ryan Anderson,11-12,PF,23,ORL,61,61,32.2,5.4,12.4,0.439,2.7,6.9,0.39299999999999996,2.7,5.5,0.496,0.5479999999999999,2.5,2.8,0.877,3.7,4.0,7.7,0.9,0.8,0.4,0.9,2.4,16.1
17,Carmelo Anthony,11-12,SF,27,NYK,55,55,34.1,8.0,18.6,0.43,1.2,3.7,0.335,6.8,14.9,0.45399999999999996,0.46299999999999997,5.4,6.7,0.804,1.6,4.7,6.3,3.6,1.1,0.4,2.6,2.8,22.6
18,Joel Anthony,11-12,C,29,MIA,64,51,21.1,1.3,2.4,0.5589999999999999,0.0,0.0,,1.3,2.4,0.5589999999999999,0.5589999999999999,0.8,1.1,0.69,1.6,2.3,3.9,0.1,0.6,1.3,0.7,2.0,3.4
19,Gilbert Arenas,11-12,PG,30,MEM,17,0,12.4,1.5,3.8,0.406,0.8,2.3,0.33299999999999996,0.8,1.5,0.52,0.508,0.4,0.6,0.7,0.1,0.9,1.1,1.1,0.6,0.1,0.7,2.1,4.2
20,Trevor Ariza,11-12,SF,26,NOH,41,41,32.9,4.1,9.8,0.41700000000000004,0.7,2.1,0.33299999999999996,3.4,7.7,0.44,0.45299999999999996,1.9,2.5,0.775,1.0,4.2,5.2,3.3,1.7,0.6,1.9,1.8,10.8
21,Ömer Aşık,11-12,C,25,CHI,66,2,14.7,1.2,2.4,0.506,0.0,0.0,,1.2,2.4,0.506,0.506,0.7,1.6,0.456,1.9,3.4,5.3,0.5,0.5,1.0,1.0,1.8,3.1
22,D.J. Augustin,11-12,PG,24,CHA,48,46,29.3,3.8,10.1,0.376,1.3,3.7,0.341,2.5,6.4,0.396,0.43799999999999994,2.2,2.5,0.875,0.5,1.8,2.3,6.4,0.8,0.0,2.3,1.4,11.1
23,Gustavo Ayón,11-12,PF,26,NOH,54,24,20.1,2.6,4.8,0.536,0.0,0.0,0.0,2.6,4.8,0.5379999999999999,0.536,0.7,1.2,0.619,1.6,3.3,4.9,1.4,1.0,0.9,0.9,2.2,5.9
24,Jeff Ayres,11-12,C,24,IND,20,1,5.3,0.8,1.8,0.41700000000000004,0.0,0.0,,0.8,1.8,0.41700000000000004,0.41700000000000004,0.2,0.4,0.5710000000000001,0.6,1.1,1.7,0.2,0.2,0.1,0.1,0.8,1.7
25,Kelenna Azubuike,11-12,SG,28,DAL,3,0,6.0,1.0,2.7,0.375,0.3,1.0,0.33299999999999996,0.7,1.7,0.4,0.43799999999999994,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,1.3,0.3,2.3
26,Luke Babbitt,11-12,SF,22,POR,40,4,13.4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2.0,2.4,0.4,0.3,0.1,0.7,1.2,5.1
27,Renaldo Balkman,11-12,SF,27,NYK,14,0,8.2,1.1,2.3,0.5,0.1,0.6,0.222,1.0,1.6,0.609,0.531,0.6,0.8,0.727,0.4,1.4,1.9,0.4,0.3,0.2,0.4,1.0,3.0
28,Leandro Barbosa,11-12,SG,29,TOT,64,0,21.6,4.2,10.0,0.425,1.0,2.7,0.382,3.2,7.3,0.441,0.47600000000000003,1.6,1.9,0.815,0.5,1.5,2.0,1.5,0.9,0.1,1.5,2.1,11.1
29,J.J. Barea,11-12,PG,27,MIN,41,11,25.2,4.1,10.2,0.4,1.3,3.5,0.371,2.8,6.7,0.415,0.46299999999999997,1.9,2.4,0.7759999999999999,0.3,2.4,2.8,5.7,0.5,0.0,2.5,1.5,11.3
30,Andrea Bargnani,11-12,C,26,TOR,31,31,33.3,6.7,15.6,0.43200000000000005,1.1,3.7,0.29600000000000004,5.6,11.9,0.474,0.467,4.9,5.6,0.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5
31,Matt Barnes,11-12,SF,31,LAL,63,16,22.9,2.8,6.1,0.452,0.7,2.2,0.33299999999999996,2.0,4.0,0.518,0.512,1.5,2.0,0.742,1.5,3.9,5.5,2.0,0.6,0.8,1.2,2.4,7.8
32,Earl Barron,11-12,C,30,GSW,2,0,4.5,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.5,0.0,0.5,0.0,0.0,0.0,0.0,2.5,2.0
33,Brandon Bass,11-12,PF,26,BOS,59,39,31.7,5.1,10.7,0.479,0.0,0.0,,5.1,10.7,0.479,0.479,2.2,2.8,0.81,1.6,4.6,6.2,0.9,0.6,0.9,1.1,2.3,12.5
34,Tony Battie,11-12,C,35,PHI,27,11,10.9,0.7,1.9,0.373,0.0,0.0,0.0,0.7,1.9,0.38,0.373,0.1,0.1,1.0,0.3,2.2,2.5,0.6,0.1,0.2,0.1,1.0,1.6
35,Shane Battier,11-12,SF,33,MIA,65,10,23.1,1.7,4.5,0.387,1.0,2.8,0.33899999999999997,0.8,1.7,0.46799999999999997,0.493,0.4,0.6,0.622,0.9,1.5,2.4,1.3,1.0,0.5,0.6,1.6,4.8
36,Nicolas Batum,11-12,SF,23,POR,59,34,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1.0,1.0,1.5,1.8,13.9
37,Jerryd Bayless,11-12,PG,23,TOR,31,11,22.7,3.8,8.9,0.424,1.4,3.4,0.423,2.4,5.5,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4
38,Michael Beasley,11-12,SF,23,MIN,47,7,23.1,4.7,10.6,0.445,0.8,2.1,0.376,3.9,8.4,0.462,0.483,1.3,2.0,0.642,0.8,3.6,4.4,1.0,0.4,0.4,1.7,1.8,11.5
39,Rodrigue Beaubois,11-12,PG,23,DAL,53,12,21.7,3.5,8.4,0.42200000000000004,0.7,2.5,0.28800000000000003,2.8,5.9,0.479,0.465,1.1,1.3,0.841,0.4,2.5,2.8,2.9,1.1,0.5,1.3,1.8,8.9
40,Marco Belinelli,11-12,SG,25,NOH,66,55,29.8,4.3,10.4,0.41700000000000004,1.6,4.3,0.377,2.7,6.1,0.445,0.495,1.5,2.0,0.7829999999999999,0.3,2.3,2.6,1.5,0.7,0.1,1.0,1.7,11.8
41,Raja Bell,11-12,SG,35,UTA,34,33,23.4,2.4,5.1,0.466,1.0,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4
42,Keith Benson,11-12,C,23,GSW,3,0,3.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Mike Bibby,11-12,PG,33,NYK,39,4,14.3,0.9,3.2,0.282,0.7,2.2,0.318,0.2,1.0,0.205,0.391,0.2,0.2,0.75,0.1,1.4,1.5,2.1,0.5,0.1,0.5,1.2,2.6
44,Andris Biedriņš,11-12,C,25,GSW,47,35,15.7,0.8,1.4,0.609,0.0,0.0,,0.8,1.4,0.609,0.609,0.0,0.2,0.111,1.0,2.8,3.7,0.3,0.5,1.0,0.3,2.7,1.7
45,Chauncey Billups,11-12,SG,35,LAC,20,20,30.4,4.2,11.4,0.364,2.4,6.3,0.384,1.8,5.2,0.34,0.469,4.3,4.8,0.895,0.2,2.3,2.5,4.0,0.5,0.2,1.9,2.0,15.0
46,Bismack Biyombo,11-12,C,19,CHA,63,41,23.1,2.0,4.4,0.46399999999999997,0.0,0.0,,2.0,4.4,0.46399999999999997,0.46399999999999997,1.1,2.3,0.483,1.8,4.0,5.8,0.4,0.3,1.8,1.1,2.3,5.2
47,DeJuan Blair,11-12,PF,22,SAS,64,62,21.3,4.2,7.9,0.534,0.0,0.0,0.0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5
48,Steve Blake,11-12,PG,31,LAL,53,5,23.3,1.9,5.1,0.377,1.0,3.0,0.335,0.9,2.1,0.436,0.47600000000000003,0.4,0.5,0.778,0.2,1.4,1.6,3.3,0.7,0.0,1.4,1.4,5.2
49,Andray Blatche,11-12,PF,25,WAS,26,13,24.1,3.6,9.4,0.38,0.1,0.3,0.28600000000000003,3.5,9.2,0.382,0.384,1.3,1.9,0.6729999999999999,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5
50,Eric Bledsoe,11-12,PG,22,LAC,40,1,11.6,1.2,3.2,0.389,0.2,0.8,0.2,1.1,2.4,0.44799999999999995,0.413,0.7,1.1,0.636,0.6,1.1,1.6,1.7,0.8,0.4,1.2,1.5,3.3
51,Keith Bogans,11-12,SF,31,NJN,5,1,18.8,1.6,4.2,0.381,0.6,2.4,0.25,1.0,1.8,0.556,0.452,0.4,1.0,0.4,1.0,1.2,2.2,0.6,0.4,0.0,0.6,3.0,4.2
52,Andrew Bogut,11-12,C,27,MIL,12,12,30.3,5.1,11.3,0.449,0.0,0.1,0.0,5.1,11.3,0.452,0.449,1.2,1.9,0.609,1.8,6.5,8.3,2.6,1.0,2.0,2.0,3.0,11.3
53,Matt Bonner,11-12,PF,31,SAS,65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1.0,6.6
54,Trevor Booker,11-12,PF,24,WAS,50,32,25.2,3.6,6.8,0.531,0.0,0.0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1.0,0.9,1.2,2.8,8.4
55,Carlos Boozer,11-12,PF,30,CHI,66,66,29.5,6.8,12.8,0.532,0.0,0.0,0.0,6.8,12.7,0.5329999999999999,0.532,1.4,2.1,0.693,1.7,6.8,8.5,1.9,1.0,0.4,1.7,2.5,15.0
56,Chris Bosh,11-12,PF,27,MIA,57,57,35.2,6.9,14.2,0.48700000000000004,0.2,0.6,0.28600000000000003,6.7,13.5,0.496,0.493,4.0,4.9,0.821,1.6,6.3,7.9,1.8,0.9,0.8,2.1,2.2,18.0
57,Earl Boykins,11-12,PG,35,HOU,8,0,13.9,1.5,4.5,0.33299999999999996,0.3,1.1,0.222,1.3,3.4,0.37,0.361,1.6,1.9,0.867,0.0,1.4,1.4,2.1,0.1,0.0,0.9,0.6,4.9
58,Craig Brackins,11-12,PF,24,PHI,14,1,6.3,0.6,2.4,0.273,0.2,0.6,0.33299999999999996,0.4,1.7,0.25,0.318,0.1,0.1,0.5,0.4,0.7,1.1,0.6,0.0,0.1,0.3,0.4,1.6
59,Avery Bradley,11-12,PG,21,BOS,64,28,21.4,3.1,6.3,0.498,0.3,0.8,0.40700000000000003,2.8,5.4,0.511,0.525,1.0,1.2,0.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6
60,Elton Brand,11-12,C,32,PHI,60,60,28.9,4.8,9.7,0.494,0.0,0.0,0.0,4.8,9.7,0.495,0.494,1.4,1.9,0.733,2.4,4.7,7.2,1.6,1.0,1.6,1.1,2.9,11.0
61,Corey Brewer,11-12,SF,25,DEN,59,17,21.8,3.4,7.8,0.434,0.6,2.2,0.26,2.8,5.7,0.5,0.47,1.5,2.2,0.6920000000000001,0.7,1.8,2.5,1.5,1.2,0.3,0.9,1.9,8.9
62,Ronnie Brewer,11-12,SG,26,CHI,66,43,24.8,2.9,6.7,0.42700000000000005,0.3,1.0,0.275,2.6,5.7,0.455,0.44799999999999995,0.8,1.5,0.56,1.1,2.4,3.5,2.1,1.1,0.3,0.9,1.0,6.9
63,Jon Brockman,11-12,PF,24,MIL,35,0,6.8,0.4,1.3,0.33299999999999996,0.0,0.0,0.0,0.4,1.3,0.341,0.33299999999999996,0.2,0.4,0.467,0.9,1.2,2.1,0.3,0.1,0.0,0.3,0.9,1.1
64,MarShon Brooks,11-12,SG,23,NJN,56,47,29.4,4.9,11.4,0.428,0.8,2.7,0.313,4.1,8.8,0.46299999999999997,0.465,2.0,2.6,0.764,1.3,2.3,3.6,2.3,0.9,0.3,2.1,2.1,12.6
65,Derrick Brown,11-12,SF,24,CHA,65,17,22.2,3.3,6.3,0.518,0.1,0.4,0.25,3.2,5.9,0.535,0.526,1.4,2.2,0.667,1.5,2.2,3.6,1.0,0.7,0.2,0.8,1.5,8.1
66,Kwame Brown,11-12,C,29,GSW,9,3,20.8,2.3,4.4,0.525,0.0,0.0,,2.3,4.4,0.525,0.525,1.7,3.8,0.441,1.8,4.6,6.3,0.4,0.9,0.0,1.6,2.3,6.3
67,Shannon Brown,11-12,SG,26,PHO,59,19,23.7,4.3,10.1,0.42,1.2,3.2,0.36200000000000004,3.1,6.9,0.446,0.47700000000000004,1.4,1.7,0.8079999999999999,0.6,2.0,2.7,1.2,0.7,0.3,1.1,1.1,11.0
68,Kobe Bryant*,11-12,SG,33,LAL,58,58,38.5,9.9,23.0,0.43,1.5,4.9,0.303,8.4,18.1,0.46399999999999997,0.462,6.6,7.8,0.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9
69,Chase Budinger,11-12,SF,23,HOU,58,9,22.4,3.6,8.1,0.442,1.5,3.8,0.402,2.1,4.3,0.47600000000000003,0.535,0.9,1.2,0.7709999999999999,0.7,3.1,3.7,1.3,0.5,0.1,0.9,1.1,9.6
70,Alec Burks,11-12,SG,20,UTA,59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.33299999999999996,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1.0,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2
71,Caron Butler,11-12,SF,31,LAC,63,63,29.7,4.6,11.2,0.40700000000000003,1.5,4.1,0.358,3.1,7.1,0.435,0.47200000000000003,1.4,1.7,0.813,0.7,3.0,3.7,1.2,0.8,0.1,1.2,2.0,12.0
72,Jimmy Butler,11-12,SG,22,CHI,42,0,8.5,0.8,1.9,0.405,0.0,0.3,0.182,0.7,1.6,0.441,0.418,1.0,1.3,0.768,0.5,0.8,1.3,0.3,0.3,0.1,0.3,0.5,2.6
73,Rasual Butler,11-12,SF,32,TOR,34,14,13.3,1.2,3.9,0.308,0.6,2.3,0.273,0.6,1.6,0.35700000000000004,0.387,0.2,0.4,0.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,3.2
74,Derrick Byars,11-12,PF,27,SAS,2,0,18.5,1.5,5.5,0.273,0.0,3.0,0.0,1.5,2.5,0.6,0.273,2.0,2.0,1.0,3.0,2.5,5.5,0.5,1.0,0.0,0.0,1.0,5.0
75,Andrew Bynum,11-12,C,24,LAL,60,60,35.2,7.4,13.3,0.5579999999999999,0.0,0.1,0.2,7.4,13.2,0.56,0.5579999999999999,3.9,5.6,0.6920000000000001,3.2,8.6,11.8,1.4,0.5,1.9,2.5,1.7,18.7
76,Will Bynum,11-12,PG,29,DET,36,0,14.3,2.1,5.4,0.381,0.2,0.8,0.24100000000000002,1.9,4.6,0.406,0.39899999999999997,1.4,1.8,0.7659999999999999,0.3,1.3,1.6,1.8,0.6,0.1,1.5,1.7,5.7
77,José Calderón,11-12,PG,30,TOR,53,53,33.9,4.1,9.0,0.457,1.1,3.0,0.371,3.0,6.0,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3.0,8.8,0.9,0.1,2.0,1.8,10.5
78,Marcus Camby,11-12,C,37,TOT,59,53,22.9,2.2,4.9,0.446,0.0,0.1,0.4,2.1,4.8,0.447,0.449,0.5,1.1,0.45299999999999996,2.7,6.3,9.0,1.8,0.8,1.4,1.0,2.1,4.9
79,Brian Cardinal,11-12,SF,34,DAL,44,0,6.3,0.3,1.3,0.255,0.2,1.1,0.204,0.1,0.1,0.667,0.345,0.1,0.1,0.833,0.1,0.7,0.8,0.4,0.2,0.0,0.2,0.9,1.0
80,DeMarre Carroll,11-12,SF-PF,25,TOT,24,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.44299999999999995,0.6,0.7,0.875,1.2,1.0,2.2,0.8,0.5,0.0,0.5,1.5,4.5
81,Matt Carroll,11-12,SG,31,CHA,53,2,11.2,1.0,3.0,0.331,0.2,0.8,0.18600000000000003,0.8,2.2,0.386,0.35700000000000004,0.6,0.7,0.789,0.2,0.9,1.1,0.7,0.3,0.1,0.5,1.0,2.7
82,Anthony Carter,11-12,PG,36,TOR,24,0,8.7,0.7,2.2,0.321,0.2,0.7,0.294,0.5,1.5,0.33299999999999996,0.368,0.3,0.4,0.8,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2.0
83,Vince Carter,11-12,SG,35,DAL,61,40,25.3,3.7,8.9,0.41100000000000003,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1
84,Omri Casspi,11-12,SF,23,CLE,65,35,20.6,2.6,6.3,0.40299999999999997,0.8,2.6,0.315,1.7,3.8,0.46299999999999997,0.467,1.1,1.7,0.685,1.0,2.5,3.5,1.0,0.6,0.3,1.0,1.8,7.1
85,Mario Chalmers,11-12,PG,25,MIA,64,64,28.5,3.5,7.8,0.44799999999999995,1.6,4.1,0.38799999999999996,1.9,3.7,0.513,0.5489999999999999,1.3,1.6,0.792,0.3,2.4,2.7,3.5,1.5,0.2,2.2,2.6,9.8
86,Tyson Chandler,11-12,C,29,NYK,62,62,33.2,3.9,5.7,0.679,0.0,0.0,0.0,3.9,5.7,0.6829999999999999,0.679,3.5,5.1,0.6890000000000001,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3
87,Wilson Chandler,11-12,SF,24,DEN,8,6,26.9,3.9,9.9,0.392,0.4,1.5,0.25,3.5,8.4,0.418,0.41100000000000003,1.3,1.5,0.833,0.8,4.4,5.1,2.1,0.8,0.8,2.3,2.3,9.4
88,Josh Childress,11-12,SF,28,PHO,34,0,14.4,1.4,2.9,0.485,0.1,0.7,0.16699999999999998,1.3,2.2,0.5870000000000001,0.505,0.0,0.1,0.0,0.9,1.9,2.8,1.0,0.4,0.2,0.3,1.1,2.9
89,Earl Clark,11-12,PF,24,ORL,45,1,12.4,1.1,3.1,0.36700000000000005,0.0,0.0,,1.1,3.1,0.36700000000000005,0.36700000000000005,0.5,0.6,0.7240000000000001,0.8,2.0,2.8,0.4,0.3,0.7,0.6,1.6,2.7
90,Norris Cole,11-12,PG,23,MIA,65,2,19.4,2.7,6.9,0.39299999999999996,0.3,1.2,0.276,2.4,5.8,0.41700000000000004,0.41700000000000004,1.0,1.3,0.7759999999999999,0.3,1.1,1.4,2.0,0.7,0.0,1.6,1.9,6.8
91,Jason Collins,11-12,C,33,ATL,30,10,10.3,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.2,0.5,0.467,0.4,1.2,1.6,0.3,0.1,0.1,0.3,1.1,1.3
92,Darren Collison,11-12,PG,24,IND,60,56,31.3,3.8,8.7,0.44,0.6,1.6,0.36200000000000004,3.3,7.2,0.457,0.47200000000000003,2.1,2.6,0.83,0.5,2.6,3.1,4.8,0.8,0.2,1.9,1.7,10.4
93,Nick Collison,11-12,PF,31,OKC,63,0,20.7,1.9,3.2,0.597,0.0,0.0,0.0,1.9,3.2,0.6,0.597,0.7,1.0,0.71,1.9,2.5,4.3,1.3,0.5,0.4,1.0,2.4,4.5
94,Mike Conley,11-12,PG,24,MEM,62,61,35.1,4.8,11.0,0.433,1.0,2.6,0.377,3.8,8.5,0.45,0.47700000000000004,2.2,2.5,0.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7
95,Brian Cook,11-12,PF,31,TOT,32,0,8.6,1.0,3.1,0.316,0.3,1.6,0.2,0.7,1.5,0.43799999999999994,0.36700000000000005,0.3,0.3,0.9,0.3,1.7,2.0,0.3,0.2,0.2,0.3,1.5,2.5
96,Daequan Cook,11-12,SG,24,OKC,57,22,17.4,1.9,5.2,0.368,1.4,4.0,0.34600000000000003,0.5,1.2,0.441,0.502,0.2,0.4,0.636,0.2,1.9,2.1,0.3,0.4,0.2,0.3,1.2,5.5
